what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827077887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827084408
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1540827084424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827084455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827086171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827088121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827090960
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1540827094345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1540827100632
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1540827114890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827117823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827119398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827119414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827121738
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1540827121754
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1540827126278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827133454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827216207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827220793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827444953
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1540827453299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827455966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827459663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827479756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1540827487837
